,RMS,P2P,Variance,Mean
SVM rbf,0.5488418932527693,0.5488418932527693,0.552870090634441,0.5488418932527693
SVM linear,0.49395770392749244,0.49395770392749244,0.49395770392749244,0.49395770392749244
SVM sigmoid,0.5070493454179255,0.5070493454179255,0.5030211480362538,0.5070493454179255
