,RMS,P2P,Variance,Mean
SVM rbf,255.04330372810364,256.6950988769531,449.1578583717346,254.4841558933258
SVM linear,247.05026006698608,244.43986058235168,310.35005402565,243.07029795646667
SVM sigmoid,219.73012280464172,223.0369999408722,207.5929138660431,213.9801242351532
