,RMS,P2P,Mean,Variance
c1_g0.1,1.0,1.0,1.0,0.8887210473313192
c1_g0.2,1.0,1.0,1.0,0.8887210473313192
c1_g0.4,1.0,1.0,1.0,0.8887210473313192
c1_g0.8,1.0,1.0,1.0,0.8887210473313192
c1_g1.6,1.0,1.0,1.0,0.8887210473313192
c1_g3.2,1.0,1.0,1.0,0.8887210473313192
c1_g6.4,1.0,1.0,1.0,0.8887210473313192
c1_g12.8,1.0,1.0,1.0,0.8887210473313192
c10_g0.1,1.0,1.0,1.0,0.9078549848942599
c10_g0.2,1.0,1.0,1.0,0.9078549848942599
c10_g0.4,1.0,1.0,1.0,0.9078549848942599
c10_g0.8,1.0,1.0,1.0,0.9078549848942599
c10_g1.6,1.0,1.0,1.0,0.9078549848942599
c10_g3.2,1.0,1.0,1.0,0.9078549848942599
c10_g6.4,1.0,1.0,1.0,0.9078549848942599
c10_g12.8,1.0,1.0,1.0,0.9078549848942599
c100_g0.1,1.0,1.0,1.0,0.9234642497482377
c100_g0.2,1.0,1.0,1.0,0.9234642497482377
c100_g0.4,1.0,1.0,1.0,0.9234642497482377
c100_g0.8,1.0,1.0,1.0,0.9234642497482377
c100_g1.6,1.0,1.0,1.0,0.9234642497482377
c100_g3.2,1.0,1.0,1.0,0.9234642497482377
c100_g6.4,1.0,1.0,1.0,0.9234642497482377
c100_g12.8,1.0,1.0,1.0,0.9234642497482377
c1000_g0.1,0.999496475327291,0.999496475327291,0.999496475327291,0.9400805639476334
c1000_g0.2,0.999496475327291,0.999496475327291,0.999496475327291,0.9400805639476334
c1000_g0.4,0.999496475327291,0.999496475327291,0.999496475327291,0.9400805639476334
c1000_g0.8,0.999496475327291,0.999496475327291,0.999496475327291,0.9400805639476334
c1000_g1.6,0.999496475327291,0.999496475327291,0.999496475327291,0.9400805639476334
c1000_g3.2,0.999496475327291,0.999496475327291,0.999496475327291,0.9400805639476334
c1000_g6.4,0.999496475327291,0.999496475327291,0.999496475327291,0.9400805639476334
c1000_g12.8,0.999496475327291,0.999496475327291,0.999496475327291,0.9400805639476334
c10000_g0.1,1.0,1.0,1.0,0.9476334340382678
c10000_g0.2,1.0,1.0,1.0,0.9476334340382678
c10000_g0.4,1.0,1.0,1.0,0.9476334340382678
c10000_g0.8,1.0,1.0,1.0,0.9476334340382678
c10000_g1.6,1.0,1.0,1.0,0.9476334340382678
c10000_g3.2,1.0,1.0,1.0,0.9476334340382678
c10000_g6.4,1.0,1.0,1.0,0.9476334340382678
c10000_g12.8,1.0,1.0,1.0,0.9476334340382678
c100000_g0.1,0.998992950654582,0.998992950654582,0.998992950654582,0.9496475327291037
c100000_g0.2,0.998992950654582,0.998992950654582,0.998992950654582,0.9496475327291037
c100000_g0.4,0.998992950654582,0.998992950654582,0.998992950654582,0.9496475327291037
c100000_g0.8,0.998992950654582,0.998992950654582,0.998992950654582,0.9496475327291037
c100000_g1.6,0.998992950654582,0.998992950654582,0.998992950654582,0.9496475327291037
c100000_g3.2,0.998992950654582,0.998992950654582,0.998992950654582,0.9496475327291037
c100000_g6.4,0.998992950654582,0.998992950654582,0.998992950654582,0.9496475327291037
c100000_g12.8,0.998992950654582,0.998992950654582,0.998992950654582,0.9496475327291037
