,RMS,P2P,Variance,Mean
NN tanh,1.0,1.0,0.9431017119838873,1.0
NN relu,1.0,1.0,0.9486404833836858,1.0
NN logistic,0.9984894259818731,1.0,0.3564954682779456,1.0
