,RMS,P2P,Mean,Variance
KNN 1,1.0,1.0,1.0,0.8731117824773413
KNN 2,1.0,1.0,1.0,0.8731117824773413
KNN 3,1.0,1.0,1.0,0.8761329305135952
KNN 4,1.0,1.0,1.0,0.9657603222557906
KNN 5,1.0,1.0,1.0,0.878147029204431
KNN 6,1.0,1.0,1.0,0.8806646525679759
