,RMS,P2P,Variance,Mean
RF 40,1.0,1.0,0.9964753272910373,1.0
RF 60,1.0,1.0,0.9959718026183283,1.0
RF 80,1.0,1.0,0.9969788519637462,1.0
RF 100,1.0,1.0,0.9959718026183283,1.0
RF 120,1.0,1.0,0.9959718026183283,1.0
