,RMS,P2P,Mean,Variance
RF 40,1.0,1.0,1.0,0.9944612286002014
RF 60,1.0,1.0,1.0,0.9944612286002014
RF 80,1.0,1.0,1.0,0.9944612286002014
RF 100,1.0,1.0,1.0,0.9954682779456193
RF 120,1.0,1.0,1.0,0.9944612286002014
