,RMSP2P,Variance,Mean
RF 40,0.9731117824773414,0.923262839879154,0.970392749244713
RF 60,0.9722054380664653,0.9283987915407855,0.9764350453172206
RF 80,0.9725075528700906,0.9374622356495468,0.9725075528700906
RF 100,0.9725075528700906,0.9392749244712991,0.9746223564954682
RF 120,0.974320241691843,0.9356495468277946,0.9770392749244713
