,RMSP2P,Variance,Mean
SVM rbf,6.577721834182739,5.093673944473267,6.647812604904175
SVM linear,10.00294804573059,9.28568410873413,9.829118967056274
SVM sigmoid,3.8771684169769287,3.8646817207336426,3.8941338062286377
