,RMS,P2P,Variance,Mean
RF 40,0.972306143001007,0.973816717019134,0.9501510574018127,0.9778449144008057
RF 60,0.9758308157099698,0.972809667673716,0.9516616314199395,0.974320241691843
RF 80,0.9753272910372608,0.9788519637462235,0.9521651560926485,0.974320241691843
RF 100,0.9748237663645518,0.9768378650553877,0.9531722054380665,0.974320241691843
RF 120,0.9783484390735147,0.9763343403826787,0.9541792547834844,0.9783484390735147
