,RMSP2P,Variance,Mean
SVM rbf,0.595166163141994,0.5397784491440081,0.595166163141994
SVM linear,0.5453172205438066,0.3731117824773414,0.5453172205438066
SVM sigmoid,0.4133937562940584,0.40584088620342396,0.4133937562940584
