,RMS,P2P,Variance,Mean
KNN 1,8.296244621276855,8.279566764831543,8.850846767425537,8.256328821182251
KNN 2,8.576940059661865,8.52479887008667,8.005845069885254,8.515273332595825
KNN 3,5.6772236824035645,5.678568363189697,8.349773645401001,5.76610255241394
KNN 4,8.653748512268066,8.64043116569519,10.820631980895996,8.629905462265015
KNN 5,7.722218990325928,7.749929666519165,9.58007025718689,7.785545110702515
KNN 6,6.829608917236328,6.8560097217559814,10.994542360305786,6.837645053863525
