,RMS,P2P,Variance,Mean
SVM rbf,416.54027366638184,426.6901316642761,556.1253423690796,315.2285306453705
SVM linear,294.0616717338562,294.69674253463745,311.03044843673706,302.1148943901062
SVM sigmoid,183.2881371974945,182.85558199882507,284.32015681266785,183.0103724002838
