,RMS,P2P,Mean,Variance
c1_g0.1,0.9894259818731118,0.9894259818731118,0.9894259818731118,0.42749244712990936
c1_g0.2,0.9924471299093656,0.9924471299093656,0.9924471299093656,0.42749244712990936
c1_g0.4,0.9954682779456193,0.9954682779456193,0.9954682779456193,0.676737160120846
c1_g0.8,0.9984894259818731,0.9984894259818731,0.9984894259818731,0.7930513595166163
c1_g1.6,0.9954682779456193,0.9954682779456193,0.9954682779456193,0.8202416918429003
c1_g3.2,0.7930513595166163,0.7930513595166163,0.7930513595166163,0.9259818731117825
c1_g6.4,0.3187311178247734,0.3187311178247734,0.3187311178247734,0.9501510574018127
c1_g12.8,0.3187311178247734,0.3187311178247734,0.3187311178247734,0.7613293051359517
c10_g0.1,0.9984894259818731,0.9984894259818731,0.9984894259818731,0.7930513595166163
c10_g0.2,0.9984894259818731,0.9984894259818731,0.9984894259818731,0.879154078549849
c10_g0.4,0.9984894259818731,0.9984894259818731,0.9984894259818731,0.9365558912386707
c10_g0.8,0.9984894259818731,0.9984894259818731,0.9984894259818731,0.9486404833836858
c10_g1.6,0.9773413897280967,0.9773413897280967,0.9773413897280967,0.9516616314199395
c10_g3.2,0.6238670694864048,0.6238670694864048,0.6238670694864048,0.9546827794561934
c10_g6.4,0.6132930513595166,0.6132930513595166,0.6132930513595166,0.9093655589123867
c10_g12.8,0.3187311178247734,0.3187311178247734,0.3187311178247734,0.7386706948640483
c100_g0.1,1.0,1.0,1.0,0.9501510574018127
c100_g0.2,1.0,1.0,1.0,0.9531722054380665
c100_g0.4,0.9984894259818731,0.9984894259818731,0.9984894259818731,0.9531722054380665
c100_g0.8,0.9969788519637462,0.9969788519637462,0.9969788519637462,0.9622356495468278
c100_g1.6,0.9697885196374623,0.9697885196374623,0.9697885196374623,0.9577039274924471
c100_g3.2,0.5694864048338368,0.5694864048338368,0.5694864048338368,0.9486404833836858
c100_g6.4,0.32326283987915405,0.32326283987915405,0.32326283987915405,0.8972809667673716
c100_g12.8,0.3187311178247734,0.3187311178247734,0.3187311178247734,0.7341389728096677
c1000_g0.1,1.0,1.0,1.0,0.9622356495468278
c1000_g0.2,1.0,1.0,1.0,0.9652567975830816
c1000_g0.4,0.9984894259818731,0.9984894259818731,0.9984894259818731,0.9667673716012085
c1000_g0.8,0.9924471299093656,0.9924471299093656,0.9924471299093656,0.959214501510574
c1000_g1.6,0.9712990936555891,0.9712990936555891,0.9712990936555891,0.9516616314199395
c1000_g3.2,0.5619335347432024,0.5619335347432024,0.5619335347432024,0.947129909365559
c1000_g6.4,0.24169184290030213,0.24169184290030213,0.24169184290030213,0.8942598187311178
c1000_g12.8,0.15861027190332327,0.15861027190332327,0.15861027190332327,0.7326283987915407
c10000_g0.1,1.0,1.0,1.0,0.9682779456193353
c10000_g0.2,1.0,1.0,1.0,0.9682779456193353
c10000_g0.4,0.9954682779456193,0.9954682779456193,0.9954682779456193,0.9577039274924471
c10000_g0.8,0.9924471299093656,0.9924471299093656,0.9924471299093656,0.9501510574018127
c10000_g1.6,0.9712990936555891,0.9712990936555891,0.9712990936555891,0.9501510574018127
c10000_g3.2,0.5589123867069486,0.5589123867069486,0.5589123867069486,0.947129909365559
c10000_g6.4,0.23867069486404835,0.23867069486404835,0.23867069486404835,0.8942598187311178
c10000_g12.8,0.17673716012084592,0.17673716012084592,0.17673716012084592,0.7326283987915407
c100000_g0.1,1.0,1.0,1.0,0.9667673716012085
c100000_g0.2,0.9969788519637462,0.9969788519637462,0.9969788519637462,0.9577039274924471
c100000_g0.4,0.9954682779456193,0.9954682779456193,0.9954682779456193,0.9516616314199395
c100000_g0.8,0.9924471299093656,0.9924471299093656,0.9924471299093656,0.9501510574018127
c100000_g1.6,0.9712990936555891,0.9712990936555891,0.9712990936555891,0.9501510574018127
c100000_g3.2,0.5589123867069486,0.5589123867069486,0.5589123867069486,0.9486404833836858
c100000_g6.4,0.23867069486404835,0.23867069486404835,0.23867069486404835,0.8957703927492447
c100000_g12.8,0.43202416918429004,0.43202416918429004,0.43202416918429004,0.7341389728096677
