,RMS,P2P,Mean,Variance
RF 40,1.0,1.0,1.0,1.0
RF 60,1.0,1.0,1.0,1.0
RF 80,1.0,1.0,1.0,1.0
RF 100,1.0,1.0,1.0,1.0
RF 120,1.0,1.0,1.0,1.0
