,RMS,P2P,Variance,Mean
KNN 1,1.0,1.0,1.0,1.0
KNN 2,1.0,1.0,1.0,1.0
KNN 3,1.0,1.0,1.0,1.0
KNN 4,1.0,1.0,1.0,1.0
KNN 5,1.0,1.0,1.0,1.0
KNN 6,1.0,1.0,1.0,1.0
